"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rp1",13.7997164428173,5.56320464675678,0.325981077478675,17.0660355189504,2.65637063112602e-65,1.12186526654351e-64
"Sox17",3.81352442768461,3.40393350873373,0.287929097122657,11.822124067175,3.00001980854683e-32,7.96141504860929e-32
"Mrpl15",1.41626995922753,-0.361589989768441,0.225404529011932,-1.60418245078518,0.108673841835323,0.153297515033208
"Lypla1",1.50166103508077,0.57298332866613,0.225387469024967,2.54221466324137,0.0110152499016597,0.0172775253866176
"Tcea1",10.1177712546175,4.54470268168779,0.309062931284596,14.7047808768204,6.00650357460489e-49,1.88765494638396e-48
"Atp6v1h",1.22067070996213,-0.142538430987023,0.234558400242842,-0.607688451317245,0.543394123980743,0.604545041867605
"Rb1cc1",27.5551298267207,6.44120285982304,0.289133450178136,22.2776121401886,6.09202425086682e-110,7.36119596979741e-109
"Pcmtd1",1.40589394654527,-0.467647171855158,0.225359278236151,-2.0751183422105,0.0379755681759322,0.0571236067885118
"Rrs1",14.0532479392371,5.22072203649037,0.305171444319004,17.1075050882972,1.30469475449486e-65,5.55732894203442e-65
"Mybl1",13.7024501328432,5.55207800426607,0.320078271637588,17.3460009511438,2.11462400671184e-67,9.41837654866538e-67
"Vcpip1",1.18533795188471,-0.14256645124548,0.234403412419464,-0.608209794277047,0.54304833950807,NA
"1700034P13Rik",2.01723384747042,2.07019727119449,0.259039361033142,7.9918251146768,1.32955557615223e-15,2.845543299514e-15
"Sgk3",22.3490285778127,6.06463873087452,0.336962689527836,17.9979532433472,2.02152701590899e-72,1.0289976619254e-71
"Snhg6",6.27467020083527,4.03464397919306,0.302411835799056,13.3415544683707,1.32664038999891e-40,3.81441081563993e-40
"Snord87",9.21188899647939,4.93092430234822,0.321416031957151,15.3412518732282,4.05302676958519e-53,1.3454244665968e-52
"Cops5",1.32269722476469,-0.278581173587083,0.230550772375522,-1.20832895382076,0.22692075563996,0.296550316459744
"Cspp1",1.84885280595186,1.67813691937511,0.245247046672856,6.84263864597579,7.77475960303557e-12,1.55763750250799e-11
"Arfgef1",1.45496954035849,0.351613323913114,0.214291146785871,1.64082058072358,0.100834664778274,0.142528283277171
"Prex2",1.21624165703862,-0.0441639449717872,0.23809930926035,-0.185485397286458,0.852848332813645,0.872216390326012
"A830018L16Rik",12.803587886444,5.44724164225231,0.294238124721032,18.5130381979455,1.62094945408079e-76,9.15731185097587e-76
"Prdm14",3.42764487442982,3.22495340584915,0.280219872119503,11.5086534779155,1.19326968092266e-30,3.12380528305732e-30
"Ncoa2",31.3129893770468,6.71419392771402,0.329359400779324,20.3856149599101,2.24379144727058e-92,1.87701784531289e-91
"Tram1",1.88890976873943,-0.834243907892765,0.217812108454627,-3.83010804041938,0.000128087008617543,0.000220011248760637
"Lactb2",1.31005058379727,0.540606793766143,0.226061290628632,2.39141691292137,0.0167834822901933,0.0259392383581966
"Xkr9",35.8269117294375,6.99787437105681,0.324325037755375,21.5767318474346,2.97142773071327e-103,3.13984873569297e-102
"Eya1",16.6938729607215,5.83723715804006,0.31372843303723,18.6060189110987,2.87179638932889e-77,1.66102793931266e-76
"Msc",5.74284387236573,4.15553456088482,0.31017432671286,13.3974162366177,6.2604928432336e-41,1.80551230064527e-40
"Kcnb2",23.0627729510816,6.34236998770218,0.319570422434492,19.8465488119517,1.18034744891989e-87,8.80201954765972e-87
"Terf1",37.1105542843623,6.98023464086241,0.300482016280236,23.2301244755776,2.25962449927052e-119,3.19654197457782e-118
"Rpl7",22.7217464260581,1.55771131607426,0.273149664105856,5.70277587993148,1.17871919716075e-08,2.2264932908193e-08
"Ube2w",24.4453605431588,6.1421966779363,0.337781301329988,18.1839452147051,6.91735111179094e-74,3.64548942993929e-73
"Tceb1",1.65191221032527,-0.588819682914411,0.222911846842925,-2.64149120494849,0.00825419502192692,0.0130685162312583
"Tmem70",1.25555963009371,-0.163352722338685,0.230830008199514,-0.707675417129882,0.47914684677096,0.550004736700256
"Ly96",2.32867893389427,2.21434473529931,0.260640875546849,8.49576924821713,1.96626285418358e-17,4.3170944684914e-17
"Jph1",2.66189920260337,2.71513016580179,0.277605812198189,9.78052348508969,1.36502685726752e-22,3.24991571034731e-22
"Mcm3",1.27728392630169,-0.263865418550728,0.23149103475038,-1.13985156632635,0.254348146138808,0.325895268248547
"Tram2",5.00801366116169,3.9013682009735,0.297777394515778,13.1016264928961,3.22276374767818e-39,9.14035683938066e-39
"Gsta3",6.95643709799809,4.45769195268152,0.319896259615373,13.9348048584289,3.89262853678354e-44,1.15945911338146e-43
"Gm4956",1.27958784450928,-0.17389539591464,0.234210423413105,-0.742475050343596,0.457799562827716,0.528405465552389
"Khdc1b",5.30636733101518,4.01977523110875,0.299906665002494,13.4034207978516,5.77392474043636e-41,1.66656826901177e-40
"Kcnq5",14.3931351587228,5.61059063333251,0.330150870235028,16.9940204287163,9.09368135160797e-65,3.80513159562273e-64
"4933415F23Rik",1.51170725688132,1.22309968296748,0.238759396567159,5.12272899225325,3.01145028516323e-07,5.52637387539183e-07
"Mir30a",2.03666375858355,2.09680401231356,0.25805183211063,8.12551492141561,4.45467182557212e-16,9.59892133312135e-16
"Ogfrl1",1.46838786251744,0.629076297202434,0.225732862125701,2.78681752970521,0.00532284416254363,0.00851524564158068
"Smap1",1.40744847621513,-0.348795340000897,0.228899202553936,-1.52379447420184,0.127560060364157,0.177067814147294
"1110058L19Rik",1.41584868296849,-0.297479120834967,0.216540179680646,-1.37378255284396,0.16950919918323,0.229619312245091
"Lmbrd1",1.3922740600146,-0.000906661201068456,0.216532000614108,-0.00418719264818626,0.996659113395303,0.997614683015049
"Phf3",2.46629514054143,1.90473894343204,0.258839467316311,7.3587655050471,1.85618766452333e-13,3.83279256677681e-13
"Ptp4a1",1.63078449456704,1.32590355806126,0.242906330647337,5.45849733322212,4.80181075476062e-08,8.95994714561231e-08
"4931428L18Rik",2.16335534936964,2.24293317744182,0.259291468814535,8.65023900592015,5.13916849412482e-18,1.13816120234754e-17
"1700001G17Rik",1.75189215245761,1.68274297398962,0.246805797791416,6.81808526804451,9.22618803315935e-12,1.84700677020486e-11
"Zfp451",1.19294780107305,-0.0941972580052772,0.236119183862759,-0.39893945279782,0.689937818076458,NA
"Bend6",25.0204639110978,6.44638021868607,0.330699649382908,19.4931571010587,1.25494467494221e-84,8.63084479999781e-84
"Dst",1.25833728499258,0.0566804930246126,0.234096553233165,0.242124423626851,0.808683753832391,0.838397059583929
"Ccdc115",1.29894310152652,-0.234679438638068,0.23191793171457,-1.01190725918898,0.311582398080185,0.387908312201994
"Imp4",1.82397912579685,1.28712889467884,0.23233083184284,5.54006923863431,3.02352080356692e-08,5.66401528606472e-08
"Ptpn18",3.51501506807399,-0.775725985139301,0.20582700951932,-3.7688250290907,0.000164017807314303,0.000280298888256886
"Prss40",4.10764596046469,3.56554301382716,0.289373223857107,12.3216065615934,6.92997947802127e-35,1.88506997786717e-34
"Fam168b",1.32673582742769,-0.228716283400416,0.230621968927942,-0.991736756318643,0.321325955845993,0.398035474493613
"Plekhb2",1.30177210879694,-0.189306762813186,0.233490097606197,-0.810769984483324,0.417497774577938,0.491352633931289
"Hs6st1",1.17349464383494,-0.0734432418373583,0.235097752646133,-0.312394487019637,0.754740739602535,NA
"Uggt1",1.24317755217365,-0.101352797754447,0.232916438140877,-0.435146606926664,0.663456015337851,0.711868530331672
"Neurl3",27.1024451025223,6.27887793210485,0.269074565905489,23.3350852429147,1.95332299907363e-120,2.81278511866602e-119
"Arid5a",1.26025506701618,-0.278610357839897,0.230327720729969,-1.20962581905863,0.226422506219863,0.296550316459744
"4632411B12Rik",1.1773135206837,-0.110500726360402,0.235478597098943,-0.469260169381647,0.638883681891751,NA
"Lman2l",1.16956243353373,-0.0777133984483298,0.236571360086002,-0.328498760036203,0.742534581667744,NA
"Cnnm4",4.10489058664419,3.53393111515616,0.287051692313482,12.3111314435201,7.89091355311458e-35,2.14478358486114e-34
"Cnnm3",14.0264775633715,5.55058389410555,0.317344834799777,17.4907018657089,1.6866717157998e-68,7.71641223179226e-68
"Ankrd39",2.93390430679616,2.7811221523294,0.280218001973972,9.92485183941796,3.2458442149565e-23,7.78465738666343e-23
"Sema4c",1.42583143415361,0.939506631365545,0.239230751844525,3.92719842295243,8.59410783083747e-05,0.000148424294051188
"Cox5b",2.67721341541675,-1.36148016633476,0.213663754862836,-6.37206889492687,1.86495069002308e-10,3.6460833715058e-10
"Actr1b",1.20113000337213,-0.110507854662232,0.235574837056656,-0.469098720571991,0.638999073553362,NA
"Zap70",1.31546482515827,-0.362569446096639,0.228111538872225,-1.58943930626731,0.11196124646995,0.157404872350127
"Tmem131",1.78244030857318,1.42997196228738,0.243012841879214,5.88434730950607,3.99627875232965e-09,7.62308609068547e-09
"Inpp4a",1.2086082888131,-0.0610356348580294,0.237337804039931,-0.25716777445097,0.797049259833262,0.829250968215773
"6330578E17Rik",1.50057087347661,0.70759838918855,0.229695099815722,3.0805985402224,0.00206584983476475,0.0033879158458913
