"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Slc12a8",149.991822659297,9.09067843599055,0.252033120083991,36.069380218604,6.8527771506824e-285,5.00300653518351e-283
"Rnf166",181.47153271899,9.08861745680463,0.226013318248003,40.2127517407259,0,0
"Baalc",149.376468409759,9.08470757977687,0.198179797104434,45.8407350926368,0,0
"Gsta4",148.452840522522,9.07553040212932,0.22339005481296,40.6263851348623,0,0
"Fam134b",177.709305872911,9.05764182664793,0.189570633399248,47.7797729755535,0,0
"Vash1",145.108383389098,9.04252865187667,0.255268930270156,35.4235380009106,7.41433370780098e-275,5.02634051360014e-273
"C230035I16Rik",144.331681352358,9.03485092070371,0.259820592485106,34.7734212838486,6.13595520433224e-265,3.97884300206389e-263
"H2afx",174.12898160032,9.02909436416961,0.284034257737083,31.7887512446735,9.25946991871954e-222,3.99458123766248e-220
"Fam189a2",143.580859722454,9.02683094601948,0.288576083167564,31.2805927883427,8.56979472518927e-215,3.46777740042542e-213
"Vmn1r13",143.200812932014,9.02343888682996,0.28342571547395,31.8370507479916,1.98890499695876e-222,8.6879364720709e-221
"Eaf1",149.898866160964,9.02272850105768,0.266803193981736,33.817917868237,1.07555215147987e-250,6.13593686418022e-249
"Spatc1",142.917276376762,9.02055419673702,0.266036014620675,33.9072670653215,5.20580784946978e-252,2.98618867848706e-250
"Lep",142.900652916246,9.02039472966049,0.270142194741212,33.3912839432646,1.83466126039813e-244,1.01882252971045e-242
"Dnajc25",148.927434771254,9.01348665724209,0.300323425061191,30.012599434778,6.7212238292019e-198,2.41964057851268e-196
"BC049730",139.494569844642,8.98539389725126,0.220978606082443,40.6618272082817,0,0
"Mtus1",141.683524123346,8.97324900713366,0.26263841989806,34.1657896457667,7.79374667529996e-256,4.64952658800752e-254
"Rhou",138.296820715831,8.97286013663739,0.271044526919865,33.1047456984448,2.53945639452675e-240,1.3124715227158e-238
"Olfr203",138.087700532594,8.97066629123407,0.234901718175253,38.1890194798036,0,0
"Zfp60",141.288127880702,8.97025714505169,0.209332499178854,42.8517176274071,0,0
"BC048671",137.732624094903,8.96692006198766,0.238008865983143,37.6747312540145,0,0
"Olfr1",136.732270472526,8.95633186494932,0.257811219387695,34.739884036935,1.97030122623401e-264,1.24666332132624e-262
"5730420D15Rik",136.474703838036,8.95360228007511,0.265561388556435,33.7157533659016,3.39750496244026e-249,1.92771477216719e-247
"Col28a1",135.226785917435,8.94026525503381,0.274989079941931,32.5113464757281,7.37128746783157e-232,3.46649734973701e-230
"Zfp619",135.223615553345,8.94018784652331,0.268607716230109,33.2834364254245,6.70501370905832e-243,3.68422858539836e-241
"Serpina9",134.428874638143,8.93165910699987,0.269071295648317,33.1943958774175,1.29689203909197e-241,6.87286948635543e-240
"Gm7444",134.253575061773,8.92975759467059,0.27896593426479,32.0102080499715,7.86259296895348e-225,3.47819790660485e-223
"Gm9999",133.756730211712,8.92438580960663,0.288194311965453,30.9665577670264,1.52086650226828e-210,5.88068380877069e-209
"Srprb",148.745783644078,8.91725836781528,0.28437252620183,31.357664845184,7.64875833205405e-216,3.11925925729079e-214
"Gm561",142.221682760056,8.9137460263564,0.258992940012851,34.4169459828291,1.40673418413319e-259,8.53854935020379e-258
"Mtg1",136.36066380903,8.90220002431291,0.27015754179438,32.9518841679737,3.97553122919696e-238,2.03453657023609e-236
"Atg16l2",147.018494994433,8.90030304534901,0.305255410377055,29.156905144958,6.82913210919298e-187,2.28513266730688e-185
"Vmn1r95",130.730495539429,8.89114532188493,0.268349739287874,33.1326773242991,1.0060670638427e-240,5.25167007325892e-239
"Trpm4",130.57450637154,8.88919856990083,0.305258401778861,29.1202421230668,1.99008220829264e-186,6.61670645050165e-185
"Gm14023",130.184716873834,8.88507364841164,0.279851402985911,31.7492553319769,3.25127835980466e-221,1.39112074083445e-219
"Prss43",129.541907238937,8.87787862526065,0.309125474944522,28.7193367898713,2.18841653956201e-181,6.98687115383099e-180
"4932414J04Rik",129.493978522543,8.87732977924393,0.302128673893167,29.3826125963236,9.16009703901234e-190,3.16660308236056e-188
"Trim30a",174.117921107726,8.85793324582385,0.255369551187925,34.6867244141622,1.24916629169202e-263,7.76267624122897e-262
"Olfr149",127.658588468132,8.85661876293336,0.271193245134343,32.6579622532486,6.17708839113206e-234,3.02764332410417e-232
