Genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ctss,4.22440254652952,2.45178582126594,0.247059006416801,9.92388764459637,3.27736509759206e-23,7.311045217705369e-23
Cox8a,4.3306155880241,2.41424386556298,0.2080810459954,11.6024208452718,4.00583741171212e-31,9.80331518478072e-31
Gzma,3.71044503892494,2.41078645735115,0.298627311018978,8.07289343069478,6.865152443545819e-16,1.39494339257724e-15
Rpl22l1,4.96282974185195,2.40268320857287,0.214981794069958,11.1762171255813,5.3314434501341e-29,1.27631895481312e-28
Btf3,4.58680496482319,2.36999724345181,0.204658493020091,11.5802535652363,5.18923354452896e-31,1.2687493724796798e-30
Cdc42,4.13182947501772,2.35642965547754,0.204184211837315,11.540704515171,8.22487953824763e-31,2.0062556630678797e-30
Ucp2,3.61725883594903,2.31005613434008,0.22277204430551,10.3695961562038,3.4096263891168e-25,7.8028275980665e-25
Srgn,3.80520722747626,2.28902767713639,0.217177094556571,10.5399129765968,5.65512033877016e-26,1.30531630194032e-25
Laptm5,3.76581336411442,2.27574698225426,0.216688206866544,10.5024035002323,8.42082658238609e-26,1.9381267530888597e-25
Atp5l,3.82874590266357,2.25588049499383,0.202000492855609,11.1676979749072,5.86820267403524e-29,1.40417226488489e-28
Tagln2,3.52493074901429,2.25548492031903,0.217350201912092,10.3771926617821,3.1489903735366495e-25,7.21111197624976e-25
Rps15a-ps6,3.56645788102881,2.23229195717039,0.206185857402368,10.8266007440758,2.57539161939536e-27,6.04204236100843e-27
Gng5,3.50578604144006,2.21621307476018,0.212612275083322,10.4237305860711,1.9322217962306899e-25,4.43446813643622e-25
Lsp1,3.65108811987334,2.20784638361737,0.223336007673636,9.88576095102284,4.79921583793238e-23,1.0683115852455e-22
Cd74,41.8622368537584,2.20345079283113,0.329776316885087,6.68165262334149,2.3626254036743297e-11,4.4724948711441496e-11
Myl6,6.2677802399255,2.20124576395162,0.185229943517279,11.8838548571186,1.43589460546352e-32,3.55736584742268e-32
Nme2,4.06068853075753,2.19903972938374,0.212095394740893,10.3681634958185,3.4611244309068e-25,7.918943471108269e-25
Arhgdib,4.66259223333554,2.19142732452747,0.198598863581424,11.0344404041819,2.6066910654096e-28,6.19059479592271e-28
Pfdn5,4.07839601995031,2.18531441304644,0.195762214395686,11.1631063215773,6.17939856070848e-29,1.47829791415666e-28
Eif3f,3.95476748791536,2.17896370039667,0.209340057031462,10.4087279391024,2.2622422158675497e-25,5.186167925704249e-25
Chchd2,3.75384176856851,2.15265013373176,0.198634523458047,10.8372406581498,2.29282504192349e-27,5.3839616369053696e-27
Clic1,3.56761950589629,2.14484741830753,0.202332760921628,10.6005938363008,2.96094073701046e-26,6.86328181491768e-26
Cox7c,3.63580516436668,2.14118596411358,0.206856008285869,10.3510938930743,4.13731323930388e-25,9.4598226496567e-25
